assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
197393805,15568,Oryx dammah,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Oryx,dammah,,,,"(Cretzschmar, 1826)",Endangered,D,3.1,Increasing,Global
199893039,134817215,Delphinus delphis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Delphinus,delphis,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
200461575,175710031,Teloschistes peruensis,FUNGI,ASCOMYCOTA,TELOSCHISTALES,LECANOROMYCETES,TELOSCHISTACEAE,Teloschistes,peruensis,,,,(Ach.) J.W. Thomson ,Critically Endangered,A2bce,3.1,Decreasing,Global
208496244,215823373,Balaenoptera ricei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,ricei,,,,"Rosel, Wilcox, Yamada &amp; Mullin, 2021",Critically Endangered,D,3.1,Decreasing,Global
210428691,13250,Mesoplodon mirus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,mirus,,,,"True, 1913",Least Concern,,3.1,Unknown,Global
214430287,1151,Ammotragus lervia,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ammotragus,lervia,,,,"(Pallas, 1777)",Vulnerable,C1,3.1,Decreasing,Global
214430673,3815,Capricornis rubidus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capricornis,rubidus,,,,"Blyth, 1863",Vulnerable,A2cd,3.1,Decreasing,Global
214541137,17028,Phocoena sinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,sinus,,,,"Norris &amp; McFarland, 1958",Critically Endangered,A2a; C1+2a(ii); D; E,3.1,Decreasing,Global
215824841,215824818,Mesoplodon eueu,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,eueu,,,,"Carroll et al, 2021",Data Deficient,,3.1,Unknown,Global
219261343,42397,Capra ibex,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,ibex,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global & Europe
223797165,3798,Capra pyrenaica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,pyrenaica,,,,"H.R. Schinz, 1838",Least Concern,,3.1,Increasing,Global & Europe
223797365,19771,Rupicapra pyrenaica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Rupicapra,pyrenaica,,,,"Bonaparte, 1845",Least Concern,,3.1,Increasing,Global & Europe
230253271,82031633,Sousa plumbea,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Sousa,plumbea,,,,"(G. Cuvier, 1829)",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
233712210,19832,Saiga tatarica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Saiga,tatarica,,,,"(Linnaeus, 1766)",Near Threatened,A4bde,3.1,Increasing,Global
237471616,136721,Bos primigenius,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bos,primigenius,,,,"Bojanus, 1827",Extinct,,3.1,,Global
243168232,41757,Platanista minor,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PLATANISTIDAE,Platanista,minor,,,,"Owen, 1853",Endangered,A2abcde; C1,3.1,Increasing,Global
247632759,17027,Phocoena phocoena,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,phocoena,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
254517035,42680,Oreamnos americanus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Oreamnos,americanus,,,,"(de Blainville, 1816)",Least Concern,,3.1,Stable,Global
270543638,2888,Bos javanicus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bos,javanicus,,,,"d'Alton, 1823",Critically Endangered,A2abcd+4cd,3.1,Decreasing,Global
